Image_Index,Target,x,y,w,h
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pulmonary fibrosis,347.0,279.0,110.0,124.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pleural effusion,246.0,754.0,136.0,125.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pleural thickening,252.0,763.0,102.0,74.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pulmonary fibrosis,323.0,190.0,520.0,296.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pulmonary fibrosis,658.0,276.0,152.0,104.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pleural thickening,323.0,190.0,520.0,296.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Atelectasis,323.0,190.0,520.0,296.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Other lesion,323.0,190.0,520.0,296.0
9850d20ee4d2bf722154a90ae07ddff8.jpg,Pulmonary fibrosis,350.0,217.0,213.0,171.0
02617da0a33fe0446a508186417c2646.jpg,Aortic enlargement,523.0,257.0,150.0,142.0
02617da0a33fe0446a508186417c2646.jpg,Pleural thickening,284.0,156.0,149.0,36.0
02617da0a33fe0446a508186417c2646.jpg,Pulmonary fibrosis,185.0,310.0,50.0,30.0
02617da0a33fe0446a508186417c2646.jpg,Cardiomegaly,371.0,519.0,447.0,123.0
02617da0a33fe0446a508186417c2646.jpg,Pleural thickening,286.0,145.0,174.0,52.0
02617da0a33fe0446a508186417c2646.jpg,Aortic enlargement,517.0,253.0,146.0,131.0
02617da0a33fe0446a508186417c2646.jpg,Pulmonary fibrosis,191.0,312.0,44.0,28.0
02617da0a33fe0446a508186417c2646.jpg,Pleural thickening,595.0,142.0,163.0,32.0
02617da0a33fe0446a508186417c2646.jpg,Pulmonary fibrosis,187.0,309.0,44.0,26.0
02617da0a33fe0446a508186417c2646.jpg,Pleural thickening,148.0,236.0,78.0,127.0
02617da0a33fe0446a508186417c2646.jpg,Aortic enlargement,526.0,254.0,141.0,113.0
02617da0a33fe0446a508186417c2646.jpg,Cardiomegaly,363.0,541.0,491.0,97.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Pleural thickening,510.0,261.0,111.0,48.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Cardiomegaly,329.0,599.0,449.0,129.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Cardiomegaly,322.0,612.0,452.0,108.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Pulmonary fibrosis,156.0,562.0,96.0,27.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Cardiomegaly,324.0,593.0,456.0,139.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Aortic enlargement,458.0,359.0,174.0,164.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Aortic enlargement,450.0,367.0,177.0,149.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Lung Opacity,675.0,396.0,175.0,292.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Aortic enlargement,474.0,368.0,160.0,142.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Pulmonary fibrosis,162.0,555.0,124.0,53.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Lung Opacity,659.0,354.0,197.0,354.0
e8d9fffe6ef4c59d01e8e64cf5c7466c.jpg,Lung Opacity,637.0,330.0,210.0,378.0
c0f992e23de30afb875371c3630cb9af.jpg,Pulmonary fibrosis,773.0,813.0,30.0,96.0
c0f992e23de30afb875371c3630cb9af.jpg,Pulmonary fibrosis,772.0,794.0,33.0,117.0
c0f992e23de30afb875371c3630cb9af.jpg,Pulmonary fibrosis,299.0,220.0,69.0,154.0
c0f992e23de30afb875371c3630cb9af.jpg,Aortic enlargement,525.0,313.0,130.0,148.0
c0f992e23de30afb875371c3630cb9af.jpg,Pulmonary fibrosis,297.0,223.0,125.0,202.0
c0f992e23de30afb875371c3630cb9af.jpg,Pulmonary fibrosis,298.0,234.0,88.0,143.0
c0f992e23de30afb875371c3630cb9af.jpg,Pleural thickening,285.0,191.0,81.0,83.0
2271647c6cb51cd088392c184f8be135.jpg,Cardiomegaly,380.0,566.0,429.0,150.0
2271647c6cb51cd088392c184f8be135.jpg,Cardiomegaly,385.0,536.0,407.0,175.0
2271647c6cb51cd088392c184f8be135.jpg,Aortic enlargement,550.0,301.0,63.0,71.0
2271647c6cb51cd088392c184f8be135.jpg,Cardiomegaly,380.0,526.0,422.0,180.0
bb541cb8a793063968903bf3fc5b68f7.jpg,Aortic enlargement,561.0,184.0,89.0,93.0
bb541cb8a793063968903bf3fc5b68f7.jpg,Aortic enlargement,585.0,189.0,67.0,88.0
bb541cb8a793063968903bf3fc5b68f7.jpg,Cardiomegaly,480.0,407.0,300.0,102.0
bb541cb8a793063968903bf3fc5b68f7.jpg,Aortic enlargement,544.0,183.0,109.0,103.0
bb541cb8a793063968903bf3fc5b68f7.jpg,Cardiomegaly,479.0,407.0,303.0,105.0
bb541cb8a793063968903bf3fc5b68f7.jpg,Cardiomegaly,480.0,419.0,299.0,94.0
6c62972a4eeaf465e0461d4d74394366.jpg,Pulmonary fibrosis,623.0,124.0,155.0,118.0
6c62972a4eeaf465e0461d4d74394366.jpg,Cardiomegaly,380.0,503.0,442.0,121.0
6c62972a4eeaf465e0461d4d74394366.jpg,Cardiomegaly,383.0,530.0,425.0,71.0
6c62972a4eeaf465e0461d4d74394366.jpg,Pleural thickening,294.0,96.0,69.0,34.0
6c62972a4eeaf465e0461d4d74394366.jpg,Aortic enlargement,562.0,245.0,80.0,108.0
6c62972a4eeaf465e0461d4d74394366.jpg,Pleural thickening,592.0,93.0,129.0,37.0
6c62972a4eeaf465e0461d4d74394366.jpg,Pulmonary fibrosis,577.0,133.0,181.0,167.0
6c62972a4eeaf465e0461d4d74394366.jpg,Pleural thickening,565.0,98.0,191.0,51.0
6c62972a4eeaf465e0461d4d74394366.jpg,Pulmonary fibrosis,619.0,121.0,167.0,204.0
6c62972a4eeaf465e0461d4d74394366.jpg,Infiltration,619.0,121.0,167.0,204.0
6c62972a4eeaf465e0461d4d74394366.jpg,Cardiomegaly,384.0,482.0,423.0,121.0
6c62972a4eeaf465e0461d4d74394366.jpg,Aortic enlargement,531.0,243.0,105.0,110.0
6c62972a4eeaf465e0461d4d74394366.jpg,Aortic enlargement,502.0,239.0,142.0,134.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Pleural effusion,154.0,719.0,46.0,58.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Lung Opacity,891.0,606.0,87.0,105.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Pleural effusion,891.0,606.0,87.0,105.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Aortic enlargement,580.0,359.0,98.0,99.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Cardiomegaly,436.0,569.0,436.0,118.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Pleural thickening,891.0,606.0,87.0,105.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Cardiomegaly,416.0,570.0,460.0,110.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Cardiomegaly,431.0,578.0,449.0,111.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Pleural thickening,154.0,719.0,46.0,58.0
ac84f263701e0d8668a47ac3e59e4e48.jpg,Aortic enlargement,582.0,356.0,100.0,98.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Consolidation,196.0,476.0,151.0,121.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Nodule/Mass,271.0,337.0,113.0,104.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,ILD,142.0,391.0,108.0,229.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Aortic enlargement,468.0,276.0,127.0,117.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,ILD,687.0,432.0,114.0,249.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Pleural thickening,264.0,152.0,173.0,36.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,ILD,642.0,391.0,169.0,291.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Nodule/Mass,261.0,339.0,127.0,109.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Nodule/Mass,269.0,334.0,120.0,119.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Aortic enlargement,487.0,274.0,118.0,108.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,ILD,103.0,408.0,228.0,248.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Pleural thickening,653.0,164.0,111.0,94.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Lung Opacity,271.0,337.0,113.0,104.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,ILD,648.0,390.0,154.0,295.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,ILD,79.0,432.0,237.0,216.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Pulmonary fibrosis,196.0,476.0,151.0,121.0
0c5ff01c7bfb4362fcd98f36e555b08c.jpg,Aortic enlargement,499.0,269.0,101.0,113.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,85.0,354.0,172.0,188.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,774.0,712.0,179.0,137.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,300.0,262.0,141.0,163.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Pleural effusion,73.0,599.0,192.0,223.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Aortic enlargement,531.0,260.0,80.0,75.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,851.0,627.0,96.0,66.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,238.0,199.0,213.0,228.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,238.0,199.0,213.0,228.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Pleural thickening,898.0,825.0,38.0,66.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,90.0,327.0,177.0,241.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,683.0,559.0,61.0,78.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,274.0,500.0,58.0,52.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,196.0,556.0,89.0,40.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,158.0,617.0,116.0,73.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,861.0,626.0,80.0,61.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,672.0,641.0,177.0,98.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,780.0,730.0,170.0,92.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,683.0,559.0,61.0,78.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,860.0,622.0,87.0,73.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,834.0,722.0,105.0,100.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,739.0,665.0,114.0,77.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Pleural effusion,70.0,656.0,209.0,153.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,98.0,370.0,145.0,195.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Pleural effusion,79.0,649.0,197.0,204.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,200.0,541.0,78.0,59.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,739.0,665.0,114.0,77.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,861.0,626.0,80.0,61.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,310.0,692.0,108.0,92.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,123.0,599.0,167.0,98.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,196.0,556.0,89.0,40.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,193.0,536.0,95.0,71.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Pleural effusion,898.0,825.0,38.0,66.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,146.0,465.0,38.0,34.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,152.0,608.0,124.0,101.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,120.0,611.0,228.0,151.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,300.0,262.0,141.0,163.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,123.0,599.0,167.0,98.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,85.0,354.0,172.0,188.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,98.0,370.0,145.0,195.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,158.0,617.0,116.0,73.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,774.0,712.0,179.0,137.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Lung Opacity,193.0,536.0,95.0,71.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,240.0,197.0,202.0,234.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,707.0,640.0,93.0,88.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,768.0,669.0,89.0,77.0
3a302fbbbf3364aa1a7731b59e6b98ec.jpg,Nodule/Mass,672.0,641.0,177.0,98.0
f2ea94fbd14e7946114152b0a11d6ade.jpg,Aortic enlargement,488.0,293.0,133.0,116.0
f2ea94fbd14e7946114152b0a11d6ade.jpg,Aortic enlargement,516.0,291.0,107.0,94.0
f2ea94fbd14e7946114152b0a11d6ade.jpg,Aortic enlargement,487.0,286.0,136.0,111.0
a3106645d9ff642b102c1fae08356865.jpg,Pulmonary fibrosis,598.0,168.0,242.0,321.0
a3106645d9ff642b102c1fae08356865.jpg,Infiltration,598.0,168.0,242.0,321.0
a3106645d9ff642b102c1fae08356865.jpg,Infiltration,637.0,221.0,184.0,253.0
a3106645d9ff642b102c1fae08356865.jpg,Cardiomegaly,398.0,602.0,447.0,147.0
a3106645d9ff642b102c1fae08356865.jpg,Cardiomegaly,404.0,634.0,439.0,83.0
a3106645d9ff642b102c1fae08356865.jpg,Lung Opacity,596.0,218.0,217.0,241.0
a3106645d9ff642b102c1fae08356865.jpg,Pulmonary fibrosis,637.0,221.0,184.0,253.0
a3106645d9ff642b102c1fae08356865.jpg,Cardiomegaly,407.0,606.0,433.0,108.0
6ed469a35361b49e04971347281bc312.jpg,Aortic enlargement,457.0,309.0,127.0,111.0
6ed469a35361b49e04971347281bc312.jpg,Pleural thickening,223.0,197.0,119.0,35.0
6ed469a35361b49e04971347281bc312.jpg,Cardiomegaly,272.0,528.0,518.0,148.0
6ed469a35361b49e04971347281bc312.jpg,Pleural thickening,519.0,191.0,165.0,30.0
6ed469a35361b49e04971347281bc312.jpg,Cardiomegaly,272.0,524.0,517.0,161.0
6ed469a35361b49e04971347281bc312.jpg,Cardiomegaly,274.0,569.0,508.0,108.0
6ed469a35361b49e04971347281bc312.jpg,Aortic enlargement,495.0,308.0,92.0,89.0
f853be3a4ec02063d6e9c0279c8cb559.jpg,Pleural thickening,294.0,183.0,103.0,31.0
f853be3a4ec02063d6e9c0279c8cb559.jpg,Aortic enlargement,567.0,270.0,107.0,90.0
f853be3a4ec02063d6e9c0279c8cb559.jpg,Aortic enlargement,566.0,272.0,100.0,104.0
f853be3a4ec02063d6e9c0279c8cb559.jpg,Pleural thickening,304.0,174.0,118.0,39.0
f853be3a4ec02063d6e9c0279c8cb559.jpg,Pleural thickening,60.0,809.0,44.0,40.0
f853be3a4ec02063d6e9c0279c8cb559.jpg,Pleural effusion,60.0,809.0,44.0,40.0
2e1571fc9e41f68fcc84b6094d664416.jpg,ILD,606.0,301.0,331.0,508.0
2e1571fc9e41f68fcc84b6094d664416.jpg,ILD,586.0,195.0,365.0,609.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Other lesion,456.0,273.0,171.0,468.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Pleural thickening,637.0,127.0,150.0,53.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Other lesion,131.0,659.0,314.0,199.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Infiltration,188.0,283.0,46.0,51.0
2e1571fc9e41f68fcc84b6094d664416.jpg,ILD,674.0,261.0,237.0,501.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Other lesion,264.0,219.0,140.0,162.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Pulmonary fibrosis,251.0,528.0,93.0,128.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Other lesion,185.0,291.0,47.0,35.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Pulmonary fibrosis,182.0,293.0,52.0,33.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Other lesion,586.0,195.0,365.0,609.0
2e1571fc9e41f68fcc84b6094d664416.jpg,ILD,115.0,279.0,306.0,430.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Pulmonary fibrosis,199.0,391.0,209.0,265.0
2e1571fc9e41f68fcc84b6094d664416.jpg,ILD,264.0,219.0,140.0,162.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Pulmonary fibrosis,188.0,382.0,268.0,276.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Aortic enlargement,512.0,308.0,136.0,113.0
2e1571fc9e41f68fcc84b6094d664416.jpg,ILD,98.0,179.0,332.0,413.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Atelectasis,185.0,291.0,47.0,35.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Pulmonary fibrosis,185.0,291.0,47.0,35.0
2e1571fc9e41f68fcc84b6094d664416.jpg,Other lesion,674.0,261.0,237.0,501.0
c5beeca4042003ebfeac1f3a786dbe6a.jpg,Other lesion,141.0,519.0,36.0,15.0
c5beeca4042003ebfeac1f3a786dbe6a.jpg,Pleural thickening,200.0,156.0,71.0,36.0
c5beeca4042003ebfeac1f3a786dbe6a.jpg,Pleural thickening,199.0,162.0,58.0,34.0
c5beeca4042003ebfeac1f3a786dbe6a.jpg,Pleural thickening,664.0,152.0,53.0,37.0
c5beeca4042003ebfeac1f3a786dbe6a.jpg,Pleural thickening,655.0,145.0,80.0,48.0
c5beeca4042003ebfeac1f3a786dbe6a.jpg,Infiltration,689.0,290.0,65.0,47.0
a3edf89d922032beef7cf3484ab9fe54.jpg,Pulmonary fibrosis,940.0,700.0,47.0,26.0
a3edf89d922032beef7cf3484ab9fe54.jpg,Aortic enlargement,626.0,310.0,145.0,150.0
a3edf89d922032beef7cf3484ab9fe54.jpg,Pulmonary fibrosis,776.0,322.0,49.0,45.0
a3edf89d922032beef7cf3484ab9fe54.jpg,Cardiomegaly,438.0,571.0,509.0,168.0
a3edf89d922032beef7cf3484ab9fe54.jpg,Cardiomegaly,435.0,529.0,520.0,210.0
a3edf89d922032beef7cf3484ab9fe54.jpg,Cardiomegaly,468.0,566.0,480.0,184.0
b0f70ba8840ab9c8f39f37768c97e78d.jpg,Infiltration,208.0,234.0,186.0,198.0
b0f70ba8840ab9c8f39f37768c97e78d.jpg,Pulmonary fibrosis,199.0,230.0,178.0,201.0
b0f70ba8840ab9c8f39f37768c97e78d.jpg,Infiltration,199.0,230.0,178.0,201.0
b0f70ba8840ab9c8f39f37768c97e78d.jpg,Infiltration,202.0,228.0,162.0,186.0
b0f70ba8840ab9c8f39f37768c97e78d.jpg,Pulmonary fibrosis,208.0,234.0,186.0,198.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Lung Opacity,578.0,359.0,226.0,197.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Pleural effusion,684.0,544.0,192.0,142.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Pleural effusion,692.0,564.0,172.0,54.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Lung Opacity,582.0,374.0,233.0,184.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Pleural thickening,684.0,544.0,192.0,142.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Lung Opacity,576.0,359.0,255.0,217.0
a2ca9713ed2b4fb5632aa8647769c1a6.jpg,Pleural effusion,573.0,527.0,283.0,135.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Pulmonary fibrosis,189.0,232.0,169.0,123.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Lung Opacity,200.0,235.0,154.0,122.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Infiltration,189.0,232.0,169.0,123.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Pulmonary fibrosis,695.0,244.0,148.0,100.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Infiltration,731.0,275.0,105.0,81.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Pulmonary fibrosis,665.0,260.0,173.0,97.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Pulmonary fibrosis,200.0,235.0,154.0,122.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Pulmonary fibrosis,188.0,232.0,175.0,129.0
58ce2d9435ef94fcf6fe4eeda8387890.jpg,Pulmonary fibrosis,731.0,275.0,105.0,81.0
e521b0e2fca887f754c05d26a9783103.jpg,Pleural thickening,670.0,210.0,110.0,62.0
e521b0e2fca887f754c05d26a9783103.jpg,Aortic enlargement,502.0,358.0,127.0,134.0
e521b0e2fca887f754c05d26a9783103.jpg,Pleural thickening,170.0,215.0,95.0,58.0
e521b0e2fca887f754c05d26a9783103.jpg,Pleural thickening,717.0,222.0,69.0,55.0
69972b49aac9f4aea137e51984cf8691.jpg,Aortic enlargement,520.0,286.0,136.0,135.0
69972b49aac9f4aea137e51984cf8691.jpg,Infiltration,646.0,314.0,217.0,308.0
69972b49aac9f4aea137e51984cf8691.jpg,Infiltration,618.0,311.0,329.0,362.0
69972b49aac9f4aea137e51984cf8691.jpg,Pleural thickening,948.0,697.0,49.0,54.0
69972b49aac9f4aea137e51984cf8691.jpg,ILD,630.0,324.0,292.0,344.0
69972b49aac9f4aea137e51984cf8691.jpg,Lung Opacity,618.0,311.0,329.0,362.0
69972b49aac9f4aea137e51984cf8691.jpg,Pleural effusion,948.0,697.0,49.0,54.0
69972b49aac9f4aea137e51984cf8691.jpg,Infiltration,630.0,324.0,292.0,344.0
69972b49aac9f4aea137e51984cf8691.jpg,Nodule/Mass,149.0,658.0,24.0,23.0
69972b49aac9f4aea137e51984cf8691.jpg,Pulmonary fibrosis,646.0,314.0,217.0,308.0
69972b49aac9f4aea137e51984cf8691.jpg,ILD,646.0,314.0,217.0,308.0
69972b49aac9f4aea137e51984cf8691.jpg,Nodule/Mass,614.0,359.0,139.0,128.0
4134e5340d245866991f98a73310358f.jpg,Aortic enlargement,536.0,241.0,92.0,111.0
4134e5340d245866991f98a73310358f.jpg,Cardiomegaly,411.0,483.0,351.0,156.0
4134e5340d245866991f98a73310358f.jpg,Cardiomegaly,406.0,511.0,353.0,143.0
4134e5340d245866991f98a73310358f.jpg,Cardiomegaly,407.0,513.0,349.0,138.0
4134e5340d245866991f98a73310358f.jpg,Pulmonary fibrosis,279.0,537.0,102.0,49.0
4134e5340d245866991f98a73310358f.jpg,Pulmonary fibrosis,260.0,522.0,105.0,43.0
4134e5340d245866991f98a73310358f.jpg,Aortic enlargement,528.0,241.0,117.0,124.0
4134e5340d245866991f98a73310358f.jpg,Aortic enlargement,547.0,244.0,85.0,107.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Other lesion,589.0,459.0,19.0,95.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Pneumothorax,565.0,657.0,278.0,188.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Pneumothorax,562.0,174.0,238.0,221.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Pneumothorax,595.0,613.0,244.0,229.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Pneumothorax,567.0,183.0,252.0,331.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Pneumothorax,560.0,182.0,239.0,207.0
1b6b4e0d7f5f7d7ad2bf8b70783244be.jpg,Pneumothorax,552.0,667.0,286.0,185.0
59a7447696c775e5330241645060ad1c.jpg,Pleural thickening,138.0,952.0,31.0,34.0
59a7447696c775e5330241645060ad1c.jpg,Aortic enlargement,567.0,323.0,109.0,135.0
59a7447696c775e5330241645060ad1c.jpg,Aortic enlargement,555.0,319.0,117.0,86.0
59a7447696c775e5330241645060ad1c.jpg,Pleural thickening,900.0,927.0,34.0,46.0
59a7447696c775e5330241645060ad1c.jpg,Aortic enlargement,558.0,315.0,116.0,113.0
